"GEONAME_ID","COUNTRY_ISO_CODE","COUNTRY_NAME","SUBDIVISION_1_NAME","CITY_NAME"
"760488","PL","Poland","Warmia-Masuria","Reszel"
"760490","PL","Poland","Mazovia","Repki"
"760524","PL","Poland","Mazovia","Reguly"
"760527","PL","Poland","Łódź Voivodeship","Regnow"
"760584","PL","Poland","Łódź Voivodeship","Rawa Mazowiecka"
"760607","PL","Poland","Mazovia","Raszyn"
"760624","PL","Poland","Subcarpathian Voivodeship","Ranizow"
"760632","PL","Poland","Subcarpathian Voivodeship","Rakszawa"
"760663","PL","Poland","Mazovia","Rajszew"
"760672","PL","Poland","Podlasie","Rajgród"
"760680","PL","Poland","Lublin","Radzyn Podlaski"
"760684","PL","Poland","Mazovia","Radzymin"
"760711","PL","Poland","Mazovia","Radziejowice"
"760724","PL","Poland","Mazovia","Radzanow"
"760727","PL","Poland","Subcarpathian Voivodeship","Radymno"
"760745","PL","Poland","Świętokrzyskie","Radoszyce"
"760778","PL","Poland","Mazovia","Radom"
"760825","PL","Poland","Podlasie","Raczki"
"760828","PL","Poland","Subcarpathian Voivodeship","Raclawowka"
"760831","PL","Poland","Lesser Poland Voivodeship","Raclawice"
"760871","PL","Poland","Subcarpathian Voivodeship","Pysznica"
"760892","PL","Poland","Mazovia","Gmina Puszcza Mariańska"
"760896","PL","Poland","Subcarpathian Voivodeship","Pustkow"
"760914","PL","Poland","Podlasie","Puńsk"
"760917","PL","Poland","Mazovia","Pułtusk"
"760924","PL","Poland","Lublin","Puławy"
"760951","PL","Poland","Lublin","Puchaczow"
"760960","PL","Poland","Mazovia","Psucin"
"761006","PL","Poland","Lesser Poland Voivodeship","Przyszowa"
"761008","PL","Poland","Mazovia","Przysucha"
"761095","PL","Poland","Subcarpathian Voivodeship","Przybowka"
"761131","PL","Poland","Subcarpathian Voivodeship","Przeworsk"
"761168","PL","Poland","Subcarpathian Voivodeship","Przemysl"
"707872","PL","Poland","Subcarpathian Voivodeship","Gurne"
"761218","PL","Poland","Mazovia","Przasnysz"
"761228","PL","Poland","Mazovia","Pruszków"
"761255","PL","Poland","Subcarpathian Voivodeship","Pruchnik"
"761258","PL","Poland","Lesser Poland Voivodeship","Proszowice"
"761264","PL","Poland","Warmia-Masuria","Prosna"
"761273","PL","Poland","Mazovia","Promna"
"761371","PL","Poland","Subcarpathian Voivodeship","Potok"
"761437","PL","Poland","Lesser Poland Voivodeship","Poronin"
"761461","PL","Poland","Lesser Poland Voivodeship","Poreba Spytkowska"
"761469","PL","Poland","Mazovia","Poreba"
"761546","PL","Poland","Lublin","Poniatowa"
"761561","PL","Poland","Mazovia","Pomiechowek"
"761607","PL","Poland","Mazovia","Gmina Policzna"
"761652","PL","Poland","Świętokrzyskie","Gmina Połaniec"
"761685","PL","Poland","Subcarpathian Voivodeship","Pogwizdow"
"761705","PL","Poland","Mazovia","Pogorzel"
"761838","PL","Poland","Lublin","Podlesie"
"761878","PL","Poland","Mazovia","Podkowa Leśna"
"761921","PL","Poland","Lesser Poland Voivodeship","Podegrodzie"
"761978","PL","Poland","Mazovia","Pniewy"
"762021","PL","Poland","Mazovia","Płońsk"
"762118","PL","Poland","Lublin","Piszczac"
"762120","PL","Poland","Warmia-Masuria","Pisz"
"762138","PL","Poland","Subcarpathian Voivodeship","Pisarowce"
"762199","PL","Poland","Mazovia","Pionki"
"762201","PL","Poland","Świętokrzyskie","Pinczow"
"762203","PL","Poland","Subcarpathian Voivodeship","Pilzno"
"762223","PL","Poland","Mazovia","Pilawa"
"762275","PL","Poland","Świętokrzyskie","Pierzchnica"
"762293","PL","Poland","Mazovia","Pienkow"
"762331","PL","Poland","Świętokrzyskie","Piekoszow"
"762381","PL","Poland","Mazovia","Piastow"
"762423","PL","Poland","Mazovia","Piaseczno"
"762424","PL","Poland","Mazovia","Piaseczno"
"762506","PL","Poland","Mazovia","Pecice"
"762617","PL","Poland","Mazovia","Parzniew"
"762643","PL","Poland","Lublin","Parczew"
"762769","PL","Poland","Mazovia","Ozarow Mazowiecki"
"762788","PL","Poland","Mazovia","Otwock"
"762792","PL","Poland","Mazovia","Otrebusy"
"762850","PL","Poland","Mazovia","Ostrow Mazowiecka"
"762851","PL","Poland","Lublin","Ostrow Lubelski"
"762863","PL","Poland","Świętokrzyskie","Ostrowiec Świętokrzyski"
"762873","PL","Poland","Mazovia","Ostrowek"
"762903","PL","Poland","Lesser Poland Voivodeship","Ostrow"
"762909","PL","Poland","Mazovia","Ostrołęka"
"762958","PL","Poland","Mazovia","Osowiec"
"762967","PL","Poland","Mazovia","Osow"
"763006","PL","Poland","Subcarpathian Voivodeship","Osiek Jasielski"
"763028","PL","Poland","Warmia-Masuria","Orzysz"
"763066","PL","Poland","Warmia-Masuria","Orneta"
"763084","PL","Poland","Lesser Poland Voivodeship","Orlow"
"763107","PL","Poland","Lublin","Gmina Opole Lubelskie"
"763111","PL","Poland","Łódź Voivodeship","Opoczno"
"763121","PL","Poland","Świętokrzyskie","Opatow"
"763165","PL","Poland","Warmia-Masuria","Olsztynek"
"763166","PL","Poland","Warmia-Masuria","Olsztyn"
"763251","PL","Poland","Podlasie","Olmonty"
"763260","PL","Poland","Subcarpathian Voivodeship","Oleszyce"
"763263","PL","Poland","Lesser Poland Voivodeship","Olesno"
"763291","PL","Poland","Warmia-Masuria","Olecko"
"763325","PL","Poland","Lublin","Okszow"
"763327","PL","Poland","Świętokrzyskie","Oksa"
"763351","PL","Poland","Lesser Poland Voivodeship","Okocim"
"763401","PL","Poland","Subcarpathian Voivodeship","Odrzykon"
"763445","PL","Poland","Lesser Poland Voivodeship","Ochmanow"
"763517","PL","Poland","Subcarpathian Voivodeship","Nozdrzec"
"763521","PL","Poland","Lesser Poland Voivodeship","Nowy Wisnicz"
"763523","PL","Poland","Lesser Poland Voivodeship","Nowy Targ"
"763534","PL","Poland","Lesser Poland Voivodeship","Nowy Sącz"
"763545","PL","Poland","Świętokrzyskie","Nowy Korczyn"
"763556","PL","Poland","Mazovia","Nowy Dwor Mazowiecki"
"763636","PL","Poland","Podlasie","Nowiniki"
"763659","PL","Poland","Mazovia","Nowe Miasto nad Pilica"
"763764","PL","Poland","Świętokrzyskie","Nowa Slupia"
"763765","PL","Poland","Subcarpathian Voivodeship","Nowa Sarzyna"
"763783","PL","Poland","Subcarpathian Voivodeship","Nowa Deba"
"763829","PL","Poland","Subcarpathian Voivodeship","Nisko"
"763850","PL","Poland","Podlasie","Niewodnica Korycka"
"763901","PL","Poland","Mazovia","Nieporęt"
"763903","PL","Poland","Lesser Poland Voivodeship","Niepolomice"
"763913","PL","Poland","Subcarpathian Voivodeship","Nienadowka"
"763921","PL","Poland","Subcarpathian Voivodeship","Niemstow"
"763945","PL","Poland","Lublin","Niemce"
"763982","PL","Poland","Lesser Poland Voivodeship","Niedzwiedz"
"763987","PL","Poland","Lublin","Niedzwiada"
"763999","PL","Poland","Lublin","Niedrzwica Koscielna"
"764000","PL","Poland","Lublin","Niedrzwica Duza"
"764002","PL","Poland","Lesser Poland Voivodeship","Niedomice"
"764026","PL","Poland","Subcarpathian Voivodeship","Niechobrz"
"764039","PL","Poland","Warmia-Masuria","Nidzica"
"764067","PL","Poland","Lesser Poland Voivodeship","Nawojowa"
"764100","PL","Poland","Mazovia","Nasielsk"
"764117","PL","Poland","Subcarpathian Voivodeship","Gmina Narol"
"764145","PL","Poland","Lublin","Naleczow"
"764156","PL","Poland","Subcarpathian Voivodeship","Nagoszyn"
"764187","PL","Poland","Mazovia","Nadma"
"764194","PL","Poland","Mazovia","Nadarzyn"
"764226","PL","Poland","Mazovia","Mysiadlo"
"764241","PL","Poland","Lesser Poland Voivodeship","Muszyna"
"764269","PL","Poland","Mazovia","Mszczonów"
"764276","PL","Poland","Lesser Poland Voivodeship","Mszana Dolna"
"764292","PL","Poland","Mazovia","Mrozy"
"764296","PL","Poland","Subcarpathian Voivodeship","Mrowla"
"764312","PL","Poland","Warmia-Masuria","Mragowo"
"764324","PL","Poland","Lublin","Motycz"
"764343","PL","Poland","Lesser Poland Voivodeship","Moszczenica"
"764421","PL","Poland","Podlasie","Mońki"
"764578","PL","Poland","Świętokrzyskie","Mniow"
"764626","PL","Poland","Mazovia","Mlochow"
"764634","PL","Poland","Mazovia","Mława"
"764659","PL","Poland","Świętokrzyskie","Mirzec"
"764679","PL","Poland","Mazovia","Mińsk Mazowiecki"
"764749","PL","Poland","Mazovia","Milanówek"
"764777","PL","Poland","Warmia-Masuria","Mikołajki"
"764849","PL","Poland","Subcarpathian Voivodeship","Mielec"
"764850","PL","Poland","Mazovia","Miekoszyn"
"764860","PL","Poland","Subcarpathian Voivodeship","Miejsce Piastowe"
"764862","PL","Poland","Lublin","Międzyrzec Podlaski"
"764880","PL","Poland","Świętokrzyskie","Miedziana Gora"
"764917","PL","Poland","Lesser Poland Voivodeship","Miechow"
"764948","PL","Poland","Łódź Voivodeship","Michalowice"
"764969","PL","Poland","Świętokrzyskie","Gmina Michałów"
"765017","PL","Poland","Lublin","Melgiew"
"765028","PL","Poland","Subcarpathian Voivodeship","Medyka"
"765042","PL","Poland","Lesser Poland Voivodeship","Mecina"
"765120","PL","Poland","Świętokrzyskie","Maslow"
"765153","PL","Poland","Mazovia","Marynin"
"765156","PL","Poland","Lublin","Marynin"
"765191","PL","Poland","Mazovia","Marki"
"765260","PL","Poland","Lesser Poland Voivodeship","Marcinkowice"
"765274","PL","Poland","Lesser Poland Voivodeship","Maniowy"
"765328","PL","Poland","Mazovia","Malkinia Gorna"
"765356","PL","Poland","Lublin","Malinie"
"765421","PL","Poland","Subcarpathian Voivodeship","Mala"
"765435","PL","Poland","Subcarpathian Voivodeship","Makowiska"
"765573","PL","Poland","Mazovia","Magnuszew"
"765600","PL","Poland","Mazovia","Maciejowice"
"765621","PL","Poland","Subcarpathian Voivodeship","Machnowka"
"765654","PL","Poland","Lesser Poland Voivodeship","Lysa Gora"
"765688","PL","Poland","Subcarpathian Voivodeship","Lutkow"
"765698","PL","Poland","Lesser Poland Voivodeship","Luszowice Gorne"
"765749","PL","Poland","Lublin","Lukow"
"765761","PL","Poland","Subcarpathian Voivodeship","Lukawiec"
"765804","PL","Poland","Lublin","Gmina Ludwin"
"765818","PL","Poland","Lesser Poland Voivodeship","Luczyce"
"765835","PL","Poland","Lublin","Lubycza Krolewska"
"765851","PL","Poland","Lesser Poland Voivodeship","Luborzyca"
"765876","PL","Poland","Lublin","Lublin"
"765927","PL","Poland","Lublin","Lubartow"
"765932","PL","Poland","Subcarpathian Voivodeship","Lubaczow"
"765957","PL","Poland","Lesser Poland Voivodeship","Lososina Dolna"
"765981","PL","Poland","Świętokrzyskie","Lopuszno"
"766027","PL","Poland","Podlasie","Łomża"
"766041","PL","Poland","Mazovia","Lomianki Dolne"
"766042","PL","Poland","Mazovia","Lomianki"
"766073","PL","Poland","Mazovia","Lochow"
"766137","PL","Poland","Mazovia","Lipsko"
"766142","PL","Poland","Podlasie","Lipsk"
"766193","PL","Poland","Świętokrzyskie","Lipnik"
"766301","PL","Poland","Lesser Poland Voivodeship","Limanowa"
"766307","PL","Poland","Warmia-Masuria","Lidzbark Warmiński"
"766332","PL","Poland","Subcarpathian Voivodeship","Lezajsk"
"766359","PL","Poland","Subcarpathian Voivodeship","Letownia"
"766370","PL","Poland","Mazovia","Lesznowola"
"766373","PL","Poland","Mazovia","Leszno"
"766452","PL","Poland","Subcarpathian Voivodeship","Lesko"
"766477","PL","Poland","Mazovia","Leoncin"
"766522","PL","Poland","Subcarpathian Voivodeship","Leki Gorne"
"766555","PL","Poland","Mazovia","Legionowo"
"766583","PL","Poland","Lublin","Leczna"
"766609","PL","Poland","Lesser Poland Voivodeship","Lazy Biegonickie"
"766617","PL","Poland","Świętokrzyskie","Lazy"
"766641","PL","Poland","Mazovia","Laziska"
"766675","PL","Poland","Mazovia","Latowicz"
"766722","PL","Poland","Subcarpathian Voivodeship","Laskowka"
"766728","PL","Poland","Podlasie","Laskowiec"
"766733","PL","Poland","Świętokrzyskie","Laskowa"
"766783","PL","Poland","Podlasie","Łapy"
"766793","PL","Poland","Lesser Poland Voivodeship","Lapczyca"
"766795","PL","Poland","Lesser Poland Voivodeship","Lapanow"
"766810","PL","Poland","Subcarpathian Voivodeship","Lancut"
"766867","PL","Poland","Świętokrzyskie","Laczna"
"766927","PL","Poland","Podlasie","Kuznica"
"767020","PL","Poland","Świętokrzyskie","Kunow"
"767156","PL","Poland","Lesser Poland Voivodeship","Ksiaz Wielki"
"767237","PL","Poland","Lublin","Krzywda"
"767241","PL","Poland","Subcarpathian Voivodeship","Krzywcza"
"767349","PL","Poland","Podlasie","Krypno"
"767358","PL","Poland","Podlasie","Krynki"
"767374","PL","Poland","Lesser Poland Voivodeship","Krynica-Zdroj"
"767410","PL","Poland","Mazovia","Krusze"
"767470","PL","Poland","Subcarpathian Voivodeship","Krosno"
"767498","PL","Poland","Lesser Poland Voivodeship","Krolowka"
"767604","PL","Poland","Świętokrzyskie","Krasocin"
"767605","PL","Poland","Lublin","Krasnystaw"
"767623","PL","Poland","Lublin","Krasnik"
"767653","PL","Poland","Subcarpathian Voivodeship","Krasne"
"767690","PL","Poland","Mazovia","Krakowiany"
"767775","PL","Poland","Mazovia","Kozlow Biskupi"
"767814","PL","Poland","Mazovia","Kozienice"
"767873","PL","Poland","Mazovia","Kowalicha"
"767887","PL","Poland","Podlasie","Kowale"
"767908","PL","Poland","Mazovia","Kotuń"
"767938","PL","Poland","Świętokrzyskie","Koszyce"
"767940","PL","Poland","Lesser Poland Voivodeship","Koszyce"
"768002","PL","Poland","Mazovia","Kosów Lacki"
"768081","PL","Poland","Lesser Poland Voivodeship","Korzenna"
"768094","PL","Poland","Mazovia","Korytow"
"768116","PL","Poland","Warmia-Masuria","Korsze"
"768136","PL","Poland","Subcarpathian Voivodeship","Korczyna"
"768137","PL","Poland","Lesser Poland Voivodeship","Korczyna"
"768155","PL","Poland","Subcarpathian Voivodeship","Kopytowa"
"768168","PL","Poland","Subcarpathian Voivodeship","Kopki"
"768186","PL","Poland","Mazovia","Kopcie"
"768216","PL","Poland","Mazovia","Konstancin-Jeziorna"
"768217","PL","Poland","Lublin","Końskowola"
"768218","PL","Poland","Świętokrzyskie","Gmina Końskie"
"768253","PL","Poland","Lesser Poland Voivodeship","Koniusza"
"768259","PL","Poland","Lesser Poland Voivodeship","Konina"
"768271","PL","Poland","Podlasie","Koniecbor"
"768286","PL","Poland","Podlasie","Konarzyce"
"768317","PL","Poland","Łódź Voivodeship","Komorow"
"768329","PL","Poland","Świętokrzyskie","Komorki"
"768333","PL","Poland","Subcarpathian Voivodeship","Kombornia"
"768340","PL","Poland","Lublin","Komarowka"
"768785","PL","Poland","Podlasie","Kolno"
"768805","PL","Poland","Subcarpathian Voivodeship","Kolbuszowa"
"768807","PL","Poland","Mazovia","Kołbiel"
"768827","PL","Poland","Subcarpathian Voivodeship","Kolaczyce"
"768858","PL","Poland","Lesser Poland Voivodeship","Kocmyrzow"
"768903","PL","Poland","Mazovia","Kobylnica"
"768905","PL","Poland","Mazovia","Kobylka"
"769028","PL","Poland","Mazovia","Klonowa"
"769063","PL","Poland","Lesser Poland Voivodeship","Klimkowka"
"769103","PL","Poland","Lublin","Klementowice"
"769106","PL","Poland","Mazovia","Klembow"
"769184","PL","Poland","Warmia-Masuria","Kiezliny"
"769212","PL","Poland","Mazovia","Kierszek"
"769250","PL","Poland","Świętokrzyskie","Kielce"
"769274","PL","Poland","Warmia-Masuria","Kętrzyn"
"769345","PL","Poland","Lublin","Kazimierz Dolny"
"769346","PL","Poland","Świętokrzyskie","Kazimierza Wielka"
"769480","PL","Poland","Lublin","Karolowka"
"769534","PL","Poland","Lublin","Karczmiska"
"769539","PL","Poland","Mazovia","Karczew"
"769591","PL","Poland","Subcarpathian Voivodeship","Kanczuga"
"769600","PL","Poland","Mazovia","Kampinos"
"769609","PL","Poland","Lesser Poland Voivodeship","Kamionka Wielka"
"769642","PL","Poland","Lublin","Kamionka"
"769695","PL","Poland","Mazovia","Kamienica"
"769719","PL","Poland","Subcarpathian Voivodeship","Kamien"
"769899","PL","Poland","Łódź Voivodeship","Justynow"
"769908","PL","Poland","Podlasie","Jurowce"
"769961","PL","Poland","Podlasie","Juchnowiec Koscielny"
"769981","PL","Poland","Mazovia","Jozefow"
"769985","PL","Poland","Mazovia","Jozefow"
"770008","PL","Poland","Mazovia","Jozefoslaw"
"770025","PL","Poland","Warmia-Masuria","Jonkowo"
"770045","PL","Poland","Subcarpathian Voivodeship","Jezowe"
"770078","PL","Poland","Warmia-Masuria","Jeziorany"
"770093","PL","Poland","Mazovia","Jesionka"
"770148","PL","Poland","Warmia-Masuria","Jedwabno"
"770157","PL","Poland","Świętokrzyskie","Gmina Jędrzejów"
"770160","PL","Poland","Mazovia","Jednorożec"
"770162","PL","Poland","Mazovia","Jedlnia-Letnisko"
"770165","PL","Poland","Mazovia","Gmina Jedlińsk"
"770201","PL","Poland","Lesser Poland Voivodeship","Jaworzna"
"770216","PL","Poland","Mazovia","Jaworowa"
"770266","PL","Poland","Lesser Poland Voivodeship","Jastrzebie"
"770269","PL","Poland","Mazovia","Jastrzebia"
"770293","PL","Poland","Subcarpathian Voivodeship","Jaslo"
"770370","PL","Poland","Warmia-Masuria","Jaroty"
"770380","PL","Poland","Subcarpathian Voivodeship","Jarosław"
"770425","PL","Poland","Lublin","Janow Lubelski"
"770439","PL","Poland","Warmia-Masuria","Janowiec Koscielny"
"770442","PL","Poland","Subcarpathian Voivodeship","Janowiec"
"770473","PL","Poland","Podlasie","Janów"
"770661","PL","Poland","Lesser Poland Voivodeship","Jadowniki"
"770662","PL","Poland","Mazovia","Jadów"
"770705","PL","Poland","Mazovia","Jablonna Lacka"
"770710","PL","Poland","Mazovia","Jablonna"
"770753","PL","Poland","Lublin","Izabelmont"
"770756","PL","Poland","Mazovia","Izabelin"
"770759","PL","Poland","Subcarpathian Voivodeship","Iwonicz-Zdroj"
"770762","PL","Poland","Lesser Poland Voivodeship","Iwkowa"
"770764","PL","Poland","Mazovia","Iwiczna"
"770775","PL","Poland","Subcarpathian Voivodeship","Iskrzynia"
"770784","PL","Poland","Łódź Voivodeship","Inowlodz"
"770792","PL","Poland","Mazovia","Ilza"
"770798","PL","Poland","Mazovia","Ilow"
"770809","PL","Poland","Podlasie","Ignatki"
"770833","PL","Poland","Subcarpathian Voivodeship","Hyzne"
"770918","PL","Poland","Subcarpathian Voivodeship","Humniska"
"770966","PL","Poland","Lublin","Hrubieszów"
"771001","PL","Poland","Mazovia","Hornowek"
"771158","PL","Poland","Podlasie","Hajnówka"
"771313","PL","Poland","Lesser Poland Voivodeship","Grybow"
"771369","PL","Poland","Lesser Poland Voivodeship","Gronkow"
"771371","PL","Poland","Warmia-Masuria","Gronity"
"771384","PL","Poland","Mazovia","Grojec"
"771394","PL","Poland","Subcarpathian Voivodeship","Grodzisko Dolne"
"771401","PL","Poland","Mazovia","Grodzisk Mazowiecki"
"771412","PL","Poland","Mazovia","Grodzisk"
"771428","PL","Poland","Lesser Poland Voivodeship","Grodek Nad Dunajcem"
"771465","PL","Poland","Lublin","Grobelki"
"771477","PL","Poland","Subcarpathian Voivodeship","Grebow"
"771506","PL","Poland","Podlasie","Grajewo"
"771566","PL","Poland","Subcarpathian Voivodeship","Grabownica Starzenska"
"771621","PL","Poland","Subcarpathian Voivodeship","Grabiny"
"771667","PL","Poland","Mazovia","Gozd Stary"
"771699","PL","Poland","Lesser Poland Voivodeship","Gostwica"
"771729","PL","Poland","Subcarpathian Voivodeship","Gorzyce"
"771735","PL","Poland","Lublin","Gorzkow"
"771779","PL","Poland","Warmia-Masuria","Gorowo Ilaweckie"
"771790","PL","Poland","Subcarpathian Voivodeship","Gorno"
"771804","PL","Poland","Lesser Poland Voivodeship","Gorlice"
"771870","PL","Poland","Mazovia","Gora Kalwaria"
"771895","PL","Poland","Mazovia","Gonczyce"
"771953","PL","Poland","Warmia-Masuria","Gołdap"
"771955","PL","Poland","Subcarpathian Voivodeship","Golcowa"
"771993","PL","Poland","Łódź Voivodeship","Godzianow"
"772023","PL","Poland","Lesser Poland Voivodeship","Gnojnik"
"772033","PL","Poland","Subcarpathian Voivodeship","Gniewczyna"
"772086","PL","Poland","Subcarpathian Voivodeship","Glogow Malopolski"
"772195","PL","Poland","Warmia-Masuria","Giżycko"
"772236","PL","Poland","Mazovia","Gielniow"
"772244","PL","Poland","Lublin","Gielczew"
"772270","PL","Poland","Lesser Poland Voivodeship","Gdow"
"772339","PL","Poland","Mazovia","Garwolin"
"772366","PL","Poland","Lublin","Garbow"
"772465","PL","Poland","Subcarpathian Voivodeship","Frysztak"
"772510","PL","Poland","Warmia-Masuria","Florczaki"
"772570","PL","Poland","Mazovia","Falenty"
"772579","PL","Poland","Mazovia","Falecin"
"772584","PL","Poland","Lublin","Fajslawice"
"772599","PL","Poland","Mazovia","Emolinek"
"772621","PL","Poland","Warmia-Masuria","Ełk"
"772641","PL","Poland","Lublin","Dzwola"
"772644","PL","Poland","Warmia-Masuria","Dzwierzuty"
"772658","PL","Poland","Subcarpathian Voivodeship","Dzikow Stary"
"772722","PL","Poland","Mazovia","Dziekanow Lesny"
"772748","PL","Poland","Warmia-Masuria","Działdowo"
"772768","PL","Poland","Warmia-Masuria","Dywity"
"772772","PL","Poland","Subcarpathian Voivodeship","Dynow"
"772784","PL","Poland","Warmia-Masuria","Dylewo"
"772790","PL","Poland","Subcarpathian Voivodeship","Dylagowka"
"772793","PL","Poland","Subcarpathian Voivodeship","Dydnia"
"772822","PL","Poland","Świętokrzyskie","Dwikozy"
"772830","PL","Poland","Lesser Poland Voivodeship","Dursztyn"
"772837","PL","Poland","Świętokrzyskie","Duraczow"
"772857","PL","Poland","Subcarpathian Voivodeship","Dukla"
"772897","PL","Poland","Subcarpathian Voivodeship","Dubiecko"
"772900","PL","Poland","Podlasie","Dubicze Cerkiewne"
"772923","PL","Poland","Lesser Poland Voivodeship","Drwinia"
"772959","PL","Poland","Podlasie","Drohiczyn"
"773026","PL","Poland","Lublin","Dominow"
"773040","PL","Poland","Subcarpathian Voivodeship","Domaradz"
"773050","PL","Poland","Mazovia","Domanice"
"773087","PL","Poland","Podlasie","Doktorce"
"773100","PL","Poland","Podlasie","Dobrzyniewo Duze"
"773148","PL","Poland","Warmia-Masuria","Dobre Miasto"
"773163","PL","Poland","Świętokrzyskie","Dobra"
"773176","PL","Poland","Lesser Poland Voivodeship","Dobczyce"
"773217","PL","Poland","Mazovia","Długosiodło"
"773320","PL","Poland","Subcarpathian Voivodeship","Debowiec"
"773333","PL","Poland","Subcarpathian Voivodeship","Deborzyn"
"773341","PL","Poland","Lesser Poland Voivodeship","Debno"
"773357","PL","Poland","Lublin","Deblin"
"773376","PL","Poland","Subcarpathian Voivodeship","Debina"
"773380","PL","Poland","Subcarpathian Voivodeship","Debica"
"773386","PL","Poland","Mazovia","Debe Wielkie"
"773453","PL","Poland","Świętokrzyskie","Daleszyce"
"773569","PL","Poland","Lesser Poland Voivodeship","Dąbrowa Tarnowska"
"773593","PL","Poland","Podlasie","Dabrowa Bialostocka"
"773685","PL","Poland","Lesser Poland Voivodeship","Czuszow"
"773695","PL","Poland","Subcarpathian Voivodeship","Czudec"
"773704","PL","Poland","Mazovia","Czosnow"
"773713","PL","Poland","Podlasie","Czochanie"
"773773","PL","Poland","Lesser Poland Voivodeship","Czerniec"
"773832","PL","Poland","Lesser Poland Voivodeship","Czchow"
"773852","PL","Poland","Lesser Poland Voivodeship","Czarny Potok"
"773856","PL","Poland","Mazovia","Czarny Las"
"773882","PL","Poland","Mazovia","Czarnow"
"773941","PL","Poland","Podlasie","Czarna Białostocka"
"773969","PL","Poland","Warmia-Masuria","Czarkowy Grad"
"774067","PL","Poland","Świętokrzyskie","Cminsk"
"774069","PL","Poland","Świętokrzyskie","Cmielow"
"774164","PL","Poland","Lesser Poland Voivodeship","Cieniawa"
"774192","PL","Poland","Mazovia","Cieciwa"
"774207","PL","Poland","Podlasie","Gmina Ciechanowiec"
"774208","PL","Poland","Mazovia","Ciechanów"
"774251","PL","Poland","Mazovia","Chyliczki"
"774253","PL","Poland","Mazovia","Chylice"
"774280","PL","Poland","Mazovia","Chrzesne"
"774339","PL","Poland","Lesser Poland Voivodeship","Chronow"
"774367","PL","Poland","Mazovia","Chotomow"
"774393","PL","Poland","Podlasie","Choroszcz"
"774449","PL","Poland","Mazovia","Choiny"
"774468","PL","Poland","Mazovia","Chodkow"
"774472","PL","Poland","Lublin","Chodel"
"774502","PL","Poland","Podlasie","Chmielniki"
"774504","PL","Poland","Świętokrzyskie","Chmielnik"
"774505","PL","Poland","Subcarpathian Voivodeship","Chmielnik"
"774524","PL","Poland","Lublin","Chmiel"
"774554","PL","Poland","Lesser Poland Voivodeship","Gmina Chełmiec"
"774557","PL","Poland","Warmia-Masuria","Chelm"
"774558","PL","Poland","Lublin","Chełm"
"774572","PL","Poland","Świętokrzyskie","Checiny"
"774607","PL","Poland","Subcarpathian Voivodeship","Chalupki"
"774624","PL","Poland","Subcarpathian Voivodeship","Cergowa"
"774638","PL","Poland","Mazovia","Celinow"
"774641","PL","Poland","Mazovia","Celestynów"
"774642","PL","Poland","Łódź Voivodeship","Celestynow"
"774649","PL","Poland","Mazovia","Cegłów"
"774730","PL","Poland","Lublin","Bychawa"
"774742","PL","Poland","Subcarpathian Voivodeship","Buszkowice"
"774747","PL","Poland","Świętokrzyskie","Busko-Zdrój"
"774759","PL","Poland","Warmia-Masuria","Burkat"
"774776","PL","Poland","Subcarpathian Voivodeship","Bukowsko"
"774792","PL","Poland","Lublin","Bukowina"
"774806","PL","Poland","Lesser Poland Voivodeship","Bukowiec"
"774874","PL","Poland","Mazovia","Budziska"
"774903","PL","Poland","Mazovia","Budy Prywatne"
"775068","PL","Poland","Świętokrzyskie","Brzozowka"
"775080","PL","Poland","Świętokrzyskie","Brzozowa"
"775100","PL","Poland","Mazovia","Brzoza"
"775110","PL","Poland","Subcarpathian Voivodeship","Brzostek"
"775136","PL","Poland","Subcarpathian Voivodeship","Brzeznica"
"775178","PL","Poland","Lesser Poland Voivodeship","Brzezie"
"775183","PL","Poland","Lesser Poland Voivodeship","Brzesko"
"775198","PL","Poland","Mazovia","Brzegi"
"775224","PL","Poland","Mazovia","Gmina Brwinów"
"775242","PL","Poland","Podlasie","Brulino Koski"
"775272","PL","Poland","Świętokrzyskie","Broniszowice"
"775319","PL","Poland","Świętokrzyskie","Brody"
"775331","PL","Poland","Mazovia","Brodacze"
"775341","PL","Poland","Lesser Poland Voivodeship","Bren"
"775350","PL","Poland","Subcarpathian Voivodeship","Bratkowice"
"775358","PL","Poland","Mazovia","Branszczyk"
"775369","PL","Poland","Lublin","Branew Szlachecka"
"775372","PL","Poland","Subcarpathian Voivodeship","Brandwica"
"775493","PL","Poland","Mazovia","Borowie"
"775499","PL","Poland","Warmia-Masuria","Borowe"
"775540","PL","Poland","Warmia-Masuria","Borki Wielbarskie"
"775634","PL","Poland","Łódź Voivodeship","Bolimów"
"775644","PL","Poland","Świętokrzyskie","Bolescice"
"775655","PL","Poland","Podlasie","Bokiny"
"775681","PL","Poland","Podlasie","Bohdan"
"775707","PL","Poland","Warmia-Masuria","Bogumily"
"775708","PL","Poland","Lesser Poland Voivodeship","Bogumilowice"
"775712","PL","Poland","Lublin","Bogucin"
"775713","PL","Poland","Świętokrzyskie","Bogucice"
"775717","PL","Poland","Subcarpathian Voivodeship","Boguchwala"
"775720","PL","Poland","Świętokrzyskie","Gmina Bogoria"
"775736","PL","Poland","Świętokrzyskie","Bodzentyn"
"775740","PL","Poland","Świętokrzyskie","Boduszow"
"775758","PL","Poland","Lesser Poland Voivodeship","Bochnia"
